emotion,clean_text
sadness,always hurting somewhere always tired when are you lively 
sadness,go away please  im begging  depression anxiety worry fear sadness ndreams of joy and my baby to be foundsits on andisbench
anger,if u have time  open a snap u have time  respond
sadness, thank you i shall mourn her
optimism,lets refuse to live in fear  sotoventures
joy,and im up from a dream where i said something really retarded on twitter and it got like  retweets
sadness,once i have sent a pitch to a brand i close all tabs relevant to them instantly thats the kind of detachment i create for myself serious
joy,fast and furious  this monday  pm on mbc  
sadness,living life so relentless
sadness,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up
sadness,something incredibly terrible about my life is im  years old and still suffering through group projects
joy, awe thanks girl 
anger,that ak leave your spine with a frown
anger,candace amp her pout are getting right on my tits gbbo
joy,watching driven by food and  going to devon ave to eat nihari makes me gleeful af
anger,i remember when rooney wanted to leave united and the fans threaten to kill the man and bare junk wanna regretting that now 
sadness, zionist  terror nimagine this kid was a palestinian or muslimnzionists stealing innocence of childhood from jewish children
joy, hes brilliant lost the joyous plot with us that year admits being a fan now after that
anger,just joined pottermore and was sorted into hufflepuff  fuming
anger,no  for mos   shocking leads from the front 
sadness,my life in one word is depressing
sadness,well i wont be doing a unboxing of the iphone  plus on my channel until november sadly thank you   staten island ny smh
joy,patriot rookie qb jacoby brissett  to start vs houston tomorrow nitennbeen a learning process since i got heregotta be ready to go
sadness,being shy is the biggest struggle of my life 
anger,hudcomedy adamrowe  insult slutfaceshlongnugget
sadness,penny dreadful just cleaved off a fraction of my heart
anger, only indian seems to be afraid of war is  n like india is for war war war we cry war pakistanmustpay
anger,okay youve annoyed me you havent done a good job there at all furious
sadness,me taking a picture by myself awkward smilenme on picture day awkward smilenconclusion stop smiling n pictureday  ornot
optimism, i know i dont know u but physiatrists are seriously the number one best thing for people with anxiety
anger, that nigga is horrible bro
joy,it was very hard to stifle my laughter after i overheard this comment it really is amazing in the worst ways
anger, annoys me to about the ortiz tribute too how would the oriole fans and organization feel if yanks did that to them
sadness,so i picked up my phone shocking 
joy, with or without cake seeing your wee cheery face is always a joy xx
sadness, i know guys that sink s into the game and only to build a team and play solos but this hear you make nothing on solos
sadness,the most depressing part of being ill is that your taste goes 
sadness, bc its a gloomy day tony
anger,  red heads are more fiery
anger,ive been wanting salty fries from mcdonalds since yesterday and im burning my fingers eating them bc these shits 
optimism,watching the ny phil webcast  something missing  reminds me of a blithe journeys end i once saw on bway  might just be the gershwin
joy, this is hilarious 
anger,jeans with fake pockets horrible
sadness, ring ring depression is here
sadness,this nigga doesnt even look for his real family  sad
optimism,pm sheikhhasina in  speech terms terrorism as global challenge and urges world leaders to work together to unroot it from everywhere
sadness,  just saw the save the day psa why were you in obvious tears doing it id have thought youd be your cheerful self
anger, would furrow and her face would redden as she protests it would seem that being seen as unattractive in wukongs eyes was
sadness,my prayers are with the family friends amp members of   as you mourn the loss of engineer ryan osler lodd rip
anger,if my concerns amp anxiety dont matter to you then i shall return the favor eyematter
sadness,i had a dream that i dropped my iphone  and it broke tt cry iphone nightmare
sadness,    also apart from skyfall her music is dire and boring
sadness,too many gloomy days
anger,peoplelikemebecause of some unknown reason but i try to discourage it
joy,in love with   insta
joy,a decent sleep makes kurt a happy soldier spit amp polish the converse men chests out and baseball caps at a jaunty angle
sadness,  id rather leave my child with  shudder
